,avg,std
train_score,0.9600371814142377,0.0011352195000887762
mean_cv_score,0.68604118121358,0.011019301567153103
test_score,-0.21910898508807458,3.870763579271039
run_time,1988.499948978424,
test_r2,0.7754988532876679,
